# ----------------------------------------
# Reports snapshot
# Account: ryanpate
# Property: LazyTimer
# ----------------------------------------
#  
# Start date: 20251211
# End date: 20260107
Nth day,Active users
مؤقت الدراسة 2026 ⏱️ المجاني للتركيز للطلاب | وضع بومودورو,1

#  
# Start date: 20251211
# End date: 20260107
Event name,Event count
page_view,1709
session_start,1436
first_visit,1193
user_engagement,1068
scroll,117

# What are your top performing key events?
# Start date: 20251211
# End date: 20260107
Event name,Key events


# Where does your average 120d value come from?
# Start date: 20251211
# End date: 20260107
First user primary channel group (Default Channel Group),Average 120d value


#  
# Start date: 20251211
# End date: 20260107
Item name,Items purchased


# How does activity on your platforms compare?
# Start date: 20251211
# End date: 20260107
Platform,Key events
